region 569: cartogram area = -34.997113, relative error = 0.000926
region 570: cartogram area = -36.841709, relative error = -0.000414
region 572: cartogram area = -46.420734, relative error = -0.000445
region 573: cartogram area = -41.923870, relative error = 0.001157
region 574: cartogram area = -41.433737, relative error = -0.001722
region 575: cartogram area = -47.848308, relative error = 0.002328
region 576: cartogram area = -47.628860, relative error = -0.002698
region 577: cartogram area = -48.829522, relative error = 0.003004
region 578: cartogram area = -46.333801, relative error = -0.004081
region 579: cartogram area = -53.659609, relative error = 0.004989
region 580: cartogram area = -55.807943, relative error = -0.004621
region 581: cartogram area = -172.980494, relative error = 0.003625
region 583: cartogram area = -178.352632, relative error = -0.004183
region 584: cartogram area = -199.693288, relative error = 0.003843
region 585: cartogram area = -169.283719, relative error = -0.004157
region 586: cartogram area = -162.144134, relative error = 0.004141
region 587: cartogram area = -157.275208, relative error = -0.003936
region 588: cartogram area = -122.995216, relative error = 0.004380
region 589: cartogram area = -161.745387, relative error = -0.003911
region 590: cartogram area = -80.310104, relative error = 0.004556
region 591: cartogram area = -60.234108, relative error = -0.004891
region 592: cartogram area = -65.525995, relative error = 0.003749
region 594: cartogram area = -239.833398, relative error = -0.003266
region 595: cartogram area = -206.079707, relative error = 0.003775
region 596: cartogram area = -165.518808, relative error = -0.002777
region 597: cartogram area = -118.817332, relative error = 0.002594
region 598: cartogram area = -46.616500, relative error = -0.002854
region 599: cartogram area = -41.091925, relative error = 0.002965
region 600: cartogram area = -41.280724, relative error = -0.001947
region 601: cartogram area = -49.467289, relative error = 0.001299
region 602: cartogram area = -49.956862, relative error = -0.000855
region 603: cartogram area = -45.330764, relative error = 0.000454
region 605: cartogram area = -49.448018, relative error = 0.000492
region 606: cartogram area = -43.477091, relative error = -0.001005
region 607: cartogram area = -46.996422, relative error = 0.001747
region 608: cartogram area = -45.466153, relative error = -0.001994
region 609: cartogram area = -45.966847, relative error = 0.002659
region 610: cartogram area = -52.572365, relative error = -0.002696
region 611: cartogram area = -87.288193, relative error = 0.003307
region 612: cartogram area = -222.049395, relative error = -0.003403
region 613: cartogram area = -191.253479, relative error = 0.004084
region 614: cartogram area = -169.895459, relative error = -0.003693
region 616: cartogram area = -157.266060, relative error = 0.003720
region 617: cartogram area = -135.661003, relative error = -0.003190
region 618: cartogram area = -134.443021, relative error = 0.003481
region 619: cartogram area = -178.013743, relative error = -0.003902
region 620: cartogram area = -209.688129, relative error = 0.003457
region 621: cartogram area = -206.142379, relative error = -0.003210
region 622: cartogram area = -169.161856, relative error = 0.003994
region 623: cartogram area = -118.706640, relative error = -0.004216
region 624: cartogram area = -223.828235, relative error = 0.004580
region 625: cartogram area = -206.723287, relative error = -0.004756
region 627: cartogram area = -135.255018, relative error = 0.003993
region 628: cartogram area = -53.963332, relative error = -0.004659
region 629: cartogram area = -42.481914, relative error = 0.004615
region 630: cartogram area = -36.606745, relative error = -0.003452
region 631: cartogram area = -44.956415, relative error = 0.003120
region 632: cartogram area = -52.249695, relative error = -0.002591
region 633: cartogram area = -48.426445, relative error = 0.002347
region 634: cartogram area = -44.293914, relative error = -0.001582
region 635: cartogram area = -48.650844, relative error = 0.001026
region 636: cartogram area = -43.581715, relative error = -0.000490
region 639: cartogram area = -43.091348, relative error = -0.000421
region 640: cartogram area = -51.305132, relative error = 0.000994
region 641: cartogram area = -52.458652, relative error = -0.001347
region 642: cartogram area = -50.386834, relative error = 0.001975
region 643: cartogram area = -68.006833, relative error = -0.002558
region 644: cartogram area = -52.771101, relative error = 0.003423
region 645: cartogram area = -172.965053, relative error = -0.003244
region 646: cartogram area = -214.874991, relative error = 0.003680
region 647: cartogram area = -279.688915, relative error = -0.003255
region 648: cartogram area = -306.663183, relative error = 0.003101
region 650: cartogram area = -162.062813, relative error = -0.003092
region 651: cartogram area = -103.604825, relative error = 0.002050
region 652: cartogram area = -98.965282, relative error = -0.002750
region 653: cartogram area = -95.504007, relative error = 0.003337
region 654: cartogram area = -241.848310, relative error = -0.002734
region 655: cartogram area = -191.444870, relative error = 0.003680
region 656: cartogram area = -209.251168, relative error = -0.003831
region 657: cartogram area = -125.050322, relative error = 0.004958
region 658: cartogram area = -71.616035, relative error = -0.004574
region 659: cartogram area = -43.974370, relative error = 0.006616
region 661: cartogram area = -43.774898, relative error = -0.004978
region 662: cartogram area = -46.660360, relative error = 0.005160
region 663: cartogram area = -45.742135, relative error = -0.004476
region 664: cartogram area = -47.011499, relative error = 0.003829
region 665: cartogram area = -48.862153, relative error = -0.003483
region 666: cartogram area = -47.951233, relative error = 0.003188
region 667: cartogram area = -44.756846, relative error = -0.002706
region 668: cartogram area = -44.617150, relative error = 0.001988
region 669: cartogram area = -40.393597, relative error = -0.001041
region 670: cartogram area = -48.052716, relative error = 0.000575
region 672: cartogram area = -51.796863, relative error = 0.000550
region 673: cartogram area = -51.765611, relative error = -0.000848
region 674: cartogram area = -44.464808, relative error = 0.001342
region 675: cartogram area = -182.838320, relative error = -0.001497
region 676: cartogram area = -309.980003, relative error = 0.002085
region 677: cartogram area = -262.327406, relative error = -0.002623
region 678: cartogram area = -166.991385, relative error = 0.002864
region 679: cartogram area = -115.449088, relative error = -0.003165
region 680: cartogram area = -92.761675, relative error = 0.003585
region 681: cartogram area = -90.088215, relative error = -0.003385
region 683: cartogram area = -75.657432, relative error = 0.002315
region 684: cartogram area = -214.019621, relative error = -0.001754
region 685: cartogram area = -204.499519, relative error = 0.002303
region 686: cartogram area = -204.475013, relative error = -0.002242
region 687: cartogram area = -123.976020, relative error = 0.002789
region 688: cartogram area = -98.796373, relative error = -0.003006
region 689: cartogram area = -45.708246, relative error = 0.004680
region 690: cartogram area = -38.177734, relative error = -0.005776
region 691: cartogram area = -38.756874, relative error = 0.006073
region 692: cartogram area = -39.717288, relative error = -0.006140
region 694: cartogram area = -36.671592, relative error = 0.006769
region 695: cartogram area = -39.265758, relative error = -0.006186
region 696: cartogram area = -44.451683, relative error = 0.005704
region 697: cartogram area = -44.177781, relative error = -0.004661
region 698: cartogram area = -44.799611, relative error = 0.003305
region 699: cartogram area = -41.464067, relative error = -0.003460
region 700: cartogram area = -40.138114, relative error = 0.002842
region 701: cartogram area = -44.666888, relative error = -0.002424
region 702: cartogram area = -45.968592, relative error = 0.001349
region 703: cartogram area = -43.865117, relative error = -0.000591
region 705: cartogram area = -290.290318, relative error = -0.000281
region 706: cartogram area = -225.465212, relative error = 0.000749
region 707: cartogram area = -212.833928, relative error = -0.001152
region 708: cartogram area = -163.057616, relative error = 0.001380
region 709: cartogram area = -110.657975, relative error = -0.001812
region 710: cartogram area = -84.798508, relative error = 0.002660
region 711: cartogram area = -83.907163, relative error = -0.002787
region 712: cartogram area = -85.164774, relative error = 0.003331
region 713: cartogram area = -76.248942, relative error = -0.002890
region 714: cartogram area = -206.030422, relative error = 0.002229
region 716: cartogram area = -172.752939, relative error = -0.001982
region 717: cartogram area = -120.195053, relative error = 0.001874
region 718: cartogram area = -147.668879, relative error = -0.001846
region 719: cartogram area = -58.929177, relative error = 0.003207
region 720: cartogram area = -37.593677, relative error = -0.004456
region 721: cartogram area = -35.682775, relative error = 0.005163
region 722: cartogram area = -35.255395, relative error = -0.005724
region 723: cartogram area = -36.831634, relative error = 0.006050
region 724: cartogram area = -34.394174, relative error = -0.006382
region 725: cartogram area = -40.959300, relative error = 0.006804
region 727: cartogram area = -42.470873, relative error = -0.006758
region 728: cartogram area = -41.198821, relative error = 0.005069
region 729: cartogram area = -43.108920, relative error = -0.005705
region 730: cartogram area = -40.766582, relative error = 0.006136
region 731: cartogram area = -40.076988, relative error = -0.004313
region 732: cartogram area = -39.908226, relative error = 0.003804
region 733: cartogram area = -45.018693, relative error = -0.002358
region 734: cartogram area = -170.738524, relative error = 0.001614
region 735: cartogram area = -208.277420, relative error = -0.001230
region 736: cartogram area = -217.774489, relative error = 0.000499
region 738: cartogram area = -145.252416, relative error = 0.000316
region 739: cartogram area = -104.665468, relative error = -0.000613
region 740: cartogram area = -78.146648, relative error = 0.001191
region 741: cartogram area = -81.556880, relative error = -0.001428
region 742: cartogram area = -87.313772, relative error = 0.001942
region 743: cartogram area = -81.578613, relative error = -0.002418
region 744: cartogram area = -189.648331, relative error = 0.002367
region 745: cartogram area = -246.007101, relative error = -0.002588
region 746: cartogram area = -187.748631, relative error = 0.002792
region 747: cartogram area = -151.158442, relative error = -0.001985
region 750: cartogram area = -32.876453, relative error = 0.002802
region 751: cartogram area = -30.539422, relative error = -0.003464
region 752: cartogram area = -34.564922, relative error = 0.003320
region 753: cartogram area = -31.012027, relative error = -0.004084
region 754: cartogram area = -36.608426, relative error = 0.004467
region 755: cartogram area = -42.271900, relative error = -0.004709
region 756: cartogram area = -37.682103, relative error = 0.005554
region 757: cartogram area = -43.785383, relative error = -0.005669
region 758: cartogram area = -40.948996, relative error = 0.005026
region 759: cartogram area = -40.499672, relative error = -0.006002
region 761: cartogram area = -34.562748, relative error = 0.007467
region 762: cartogram area = -37.167569, relative error = -0.005447
region 763: cartogram area = -47.122632, relative error = 0.004437
region 764: cartogram area = -180.856029, relative error = -0.003480
region 765: cartogram area = -208.849516, relative error = 0.002898
region 766: cartogram area = -209.274675, relative error = -0.002840
region 767: cartogram area = -200.053486, relative error = 0.002647
region 768: cartogram area = -168.735399, relative error = -0.001706
region 769: cartogram area = -96.297711, relative error = 0.001076
region 770: cartogram area = -84.615656, relative error = -0.000475
region 772: cartogram area = -84.142978, relative error = -0.000228
region 773: cartogram area = -73.104371, relative error = 0.000665
region 774: cartogram area = -164.503886, relative error = -0.000844
region 775: cartogram area = -242.693354, relative error = 0.001005
region 776: cartogram area = -190.299181, relative error = -0.001465
region 777: cartogram area = -168.679896, relative error = 0.002479
region 778: cartogram area = -257.799554, relative error = -0.002124
region 779: cartogram area = -103.400779, relative error = 0.002670
region 780: cartogram area = -36.003144, relative error = -0.003707
region 781: cartogram area = -30.870059, relative error = 0.003956
region 783: cartogram area = -30.424110, relative error = -0.004554
region 784: cartogram area = -36.356872, relative error = 0.003227
region 785: cartogram area = -42.552759, relative error = -0.002924
region 786: cartogram area = -42.739149, relative error = 0.003862
region 787: cartogram area = -39.409031, relative error = -0.003597
region 788: cartogram area = -41.179429, relative error = 0.004092
region 789: cartogram area = -38.273700, relative error = -0.004876
region 790: cartogram area = -37.114909, relative error = 0.006437
region 791: cartogram area = -37.073041, relative error = -0.006336
region 792: cartogram area = -36.772059, relative error = 0.005552
region 794: cartogram area = -189.342643, relative error = -0.003689
region 795: cartogram area = -185.201265, relative error = 0.004413
region 796: cartogram area = -199.818578, relative error = -0.004788
region 797: cartogram area = -217.861833, relative error = 0.004126
region 798: cartogram area = -210.247627, relative error = -0.002797
region 799: cartogram area = -117.553970, relative error = 0.003075
region 800: cartogram area = -104.319545, relative error = -0.002545
region 801: cartogram area = -91.107819, relative error = 0.001968
region 802: cartogram area = -85.178125, relative error = -0.001111
region 803: cartogram area = -62.625487, relative error = 0.000617
region 805: cartogram area = -242.564534, relative error = 0.000219
region 806: cartogram area = -180.439299, relative error = -0.000452
region 807: cartogram area = -159.501260, relative error = 0.000776
region 808: cartogram area = -223.699740, relative error = -0.000885
region 809: cartogram area = -84.079527, relative error = 0.001465
region 810: cartogram area = -41.231919, relative error = -0.002631
region 811: cartogram area = -32.887577, relative error = 0.003771
region 812: cartogram area = -34.553631, relative error = -0.002961
region 813: cartogram area = -32.832100, relative error = 0.003337
region 814: cartogram area = -33.324020, relative error = -0.003550
region 816: cartogram area = -39.902619, relative error = 0.004183
region 817: cartogram area = -35.538548, relative error = -0.003519
region 818: cartogram area = -33.822257, relative error = 0.003939
region 819: cartogram area = -39.140713, relative error = -0.003646
region 820: cartogram area = -39.929696, relative error = 0.004344
region 821: cartogram area = -38.497283, relative error = -0.003857
region 822: cartogram area = -41.199038, relative error = 0.004571
region 823: cartogram area = -157.854019, relative error = -0.003903
region 824: cartogram area = -186.312289, relative error = 0.004388
region 825: cartogram area = -197.720127, relative error = -0.004841
region 827: cartogram area = -205.823294, relative error = 0.004841
region 828: cartogram area = -201.440181, relative error = -0.004057
region 829: cartogram area = -135.837273, relative error = 0.004481
region 830: cartogram area = -115.059943, relative error = -0.004226
region 831: cartogram area = -110.602628, relative error = 0.003086
region 832: cartogram area = -98.552877, relative error = -0.002772
region 833: cartogram area = -69.115054, relative error = 0.002806
region 834: cartogram area = -139.331128, relative error = -0.001425
region 835: cartogram area = -200.152382, relative error = 0.000976
region 836: cartogram area = -148.828875, relative error = -0.000536
region 838: cartogram area = -48.055818, relative error = -0.000217
region 839: cartogram area = -45.686643, relative error = 0.000587
region 840: cartogram area = -44.541248, relative error = -0.000640
region 841: cartogram area = -35.060564, relative error = 0.001562
region 842: cartogram area = -36.473971, relative error = -0.001476
region 843: cartogram area = -36.725439, relative error = 0.001461
region 844: cartogram area = -35.219247, relative error = -0.002113
region 845: cartogram area = -37.925176, relative error = 0.002140
region 846: cartogram area = -37.555702, relative error = -0.002200
region 847: cartogram area = -34.544411, relative error = 0.002724
region 849: cartogram area = -36.059475, relative error = -0.003849
region 850: cartogram area = -39.953526, relative error = 0.003905
region 851: cartogram area = -37.437363, relative error = -0.003711
region 852: cartogram area = -41.030204, relative error = 0.003473
region 853: cartogram area = -179.534812, relative error = -0.002394
region 854: cartogram area = -206.690243, relative error = 0.002730
region 855: cartogram area = -216.470458, relative error = -0.003609
region 856: cartogram area = -203.631232, relative error = 0.004223
region 857: cartogram area = -185.540804, relative error = -0.004297
region 858: cartogram area = -191.346146, relative error = 0.004137
region 861: cartogram area = -100.704082, relative error = -0.004418
region 862: cartogram area = -102.794261, relative error = 0.003997
region 863: cartogram area = -96.546972, relative error = -0.004210
region 864: cartogram area = -103.475298, relative error = 0.003993
region 865: cartogram area = -106.743824, relative error = -0.003279
region 866: cartogram area = -78.442590, relative error = 0.003396
region 867: cartogram area = -44.686520, relative error = -0.002902
region 868: cartogram area = -43.384876, relative error = 0.002085
region 869: cartogram area = -45.343606, relative error = -0.001529
region 870: cartogram area = -38.385380, relative error = 0.000704
region 872: cartogram area = -38.776632, relative error = 0.000178
region 873: cartogram area = -38.510301, relative error = -0.000328
region 874: cartogram area = -36.735669, relative error = 0.000618
region 875: cartogram area = -37.427918, relative error = -0.000681
region 876: cartogram area = -36.938647, relative error = 0.001099
region 877: cartogram area = -34.020871, relative error = -0.001142
region 878: cartogram area = -34.298335, relative error = 0.001561
region 879: cartogram area = -34.543621, relative error = -0.001472
region 880: cartogram area = -40.511188, relative error = 0.001867
region 881: cartogram area = -36.484953, relative error = -0.001737
region 883: cartogram area = -197.364928, relative error = 0.001562
region 884: cartogram area = -222.811913, relative error = -0.001824
region 885: cartogram area = -226.732873, relative error = 0.002259
region 886: cartogram area = -183.246306, relative error = -0.003076
region 887: cartogram area = -173.391888, relative error = 0.002901
region 888: cartogram area = -175.153895, relative error = -0.002921
region 889: cartogram area = -176.867834, relative error = 0.003195
region 890: cartogram area = -121.382541, relative error = -0.003602
region 891: cartogram area = -96.870691, relative error = 0.004027
region 892: cartogram area = -91.809383, relative error = -0.004503
region 894: cartogram area = -92.433199, relative error = 0.004277
region 895: cartogram area = -46.410732, relative error = -0.004189
region 896: cartogram area = -39.745467, relative error = 0.004909
region 897: cartogram area = -38.827995, relative error = -0.005357
region 898: cartogram area = -41.551613, relative error = 0.004603
region 899: cartogram area = -40.506076, relative error = -0.004337
region 900: cartogram area = -33.485491, relative error = 0.003747
region 901: cartogram area = -34.615897, relative error = -0.002939
region 902: cartogram area = -40.766102, relative error = 0.001548
region 903: cartogram area = -39.519853, relative error = -0.000795
region 905: cartogram area = -36.155176, relative error = -0.000069
region 906: cartogram area = -33.613280, relative error = 0.000178
region 907: cartogram area = -26.484499, relative error = -0.000243
region 908: cartogram area = -31.029087, relative error = 0.000429
region 909: cartogram area = -39.456183, relative error = -0.000326
region 910: cartogram area = -41.958635, relative error = 0.000513
region 911: cartogram area = -40.678340, relative error = -0.000608
region 912: cartogram area = -159.611599, relative error = 0.000565
region 913: cartogram area = -202.141556, relative error = -0.000793
region 914: cartogram area = -200.811577, relative error = 0.001183
region 916: cartogram area = -169.024831, relative error = -0.001330
region 917: cartogram area = -158.710069, relative error = 0.001759
region 918: cartogram area = -158.030274, relative error = -0.002273
region 919: cartogram area = -167.632941, relative error = 0.002507
region 920: cartogram area = -111.844863, relative error = -0.002396
region 921: cartogram area = -91.389713, relative error = 0.002347
region 922: cartogram area = -99.131714, relative error = -0.003139
region 923: cartogram area = -104.208370, relative error = 0.003695
region 924: cartogram area = -95.567909, relative error = -0.003955
region 925: cartogram area = -71.980223, relative error = 0.003932
region 927: cartogram area = -42.982774, relative error = -0.003890
region 928: cartogram area = -40.773067, relative error = 0.004766
region 929: cartogram area = -35.495251, relative error = -0.004733
region 930: cartogram area = -31.121746, relative error = 0.005416
region 931: cartogram area = -33.556854, relative error = -0.005154
region 932: cartogram area = -39.526116, relative error = 0.004062
region 933: cartogram area = -37.022941, relative error = -0.003835
region 934: cartogram area = -35.688854, relative error = 0.003009
region 935: cartogram area = -38.773841, relative error = -0.002012
region 936: cartogram area = -41.660826, relative error = 0.000774
region 938: cartogram area = -31.795866, relative error = -0.000047
region 939: cartogram area = -38.260266, relative error = 0.000123
region 940: cartogram area = -40.865572, relative error = -0.000050
region 941: cartogram area = -81.123709, relative error = 0.000068
region 942: cartogram area = -195.840037, relative error = -0.000019
region 943: cartogram area = -216.480377, relative error = -0.000061
region 944: cartogram area = -147.169750, relative error = 0.000203
region 945: cartogram area = -173.345147, relative error = -0.000343
region 946: cartogram area = -165.008641, relative error = 0.000597
region 947: cartogram area = -147.759384, relative error = -0.000957
region 949: cartogram area = -173.046415, relative error = 0.001141
region 950: cartogram area = -118.744593, relative error = -0.001486
region 951: cartogram area = -91.547156, relative error = 0.002039
region 952: cartogram area = -99.168217, relative error = -0.002566
region 953: cartogram area = -108.305033, relative error = 0.002634
region 954: cartogram area = -93.713744, relative error = -0.002976
region 955: cartogram area = -96.569236, relative error = 0.003041
region 956: cartogram area = -43.805348, relative error = -0.003354
region 957: cartogram area = -41.256261, relative error = 0.003952
region 958: cartogram area = -40.687845, relative error = -0.003898
region 960: cartogram area = -29.888818, relative error = 0.004289
region 961: cartogram area = -35.225397, relative error = -0.004260
region 962: cartogram area = -35.229622, relative error = 0.005800
region 963: cartogram area = -32.221792, relative error = -0.005310
region 964: cartogram area = -38.592682, relative error = 0.004492
region 965: cartogram area = -40.158903, relative error = -0.003297
region 966: cartogram area = -36.403460, relative error = 0.003943
region 967: cartogram area = -35.854018, relative error = -0.003295
region 968: cartogram area = -35.047875, relative error = 0.002377
region 969: cartogram area = -35.036433, relative error = -0.000888
region 972: cartogram area = -205.671030, relative error = 0.000081
region 973: cartogram area = -213.584192, relative error = -0.000140
region 974: cartogram area = -140.755059, relative error = 0.000229
region 975: cartogram area = -174.702752, relative error = -0.000222
region 976: cartogram area = -166.399207, relative error = 0.000173
region 977: cartogram area = -140.935287, relative error = -0.000098
region 978: cartogram area = -156.187155, relative error = -0.000016
region 979: cartogram area = -176.825209, relative error = 0.000153
region 980: cartogram area = -123.583461, relative error = -0.000386
region 981: cartogram area = -89.760449, relative error = 0.000731
region 983: cartogram area = -116.164652, relative error = -0.001066
region 984: cartogram area = -104.575310, relative error = 0.001476
region 985: cartogram area = -96.884483, relative error = -0.001788
region 986: cartogram area = -50.678301, relative error = 0.002441
region 987: cartogram area = -37.680015, relative error = -0.002712
region 988: cartogram area = -40.673745, relative error = 0.003844
region 989: cartogram area = -34.160259, relative error = -0.003668
region 990: cartogram area = -32.944958, relative error = 0.003004
region 991: cartogram area = -30.969741, relative error = -0.003467
region 992: cartogram area = -30.146578, relative error = 0.003931
region 994: cartogram area = -33.233066, relative error = -0.004433
region 995: cartogram area = -35.046982, relative error = 0.003533
region 996: cartogram area = -34.599829, relative error = -0.005170
region 997: cartogram area = -36.816862, relative error = 0.006212
region 998: cartogram area = -32.688667, relative error = -0.004175
region 999: cartogram area = -33.548451, relative error = 0.003778
region 1000: cartogram area = -73.931202, relative error = -0.002064
region 1001: cartogram area = -194.785924, relative error = 0.001435
region 1002: cartogram area = -218.676927, relative error = -0.001019
region 1003: cartogram area = -198.581666, relative error = 0.000531
region 1005: cartogram area = -171.516738, relative error = -0.000094
region 1006: cartogram area = -161.361752, relative error = 0.000188
region 1007: cartogram area = -137.455161, relative error = -0.000281
region 1008: cartogram area = -151.382139, relative error = 0.000307
region 1009: cartogram area = -169.139573, relative error = -0.000288
region 1010: cartogram area = -124.650459, relative error = 0.000257
region 1011: cartogram area = -90.111107, relative error = -0.000174
region 1012: cartogram area = -86.218994, relative error = 0.000000
region 1013: cartogram area = -93.418951, relative error = 0.000235
region 1014: cartogram area = -92.876925, relative error = -0.000506
region 1016: cartogram area = -59.123903, relative error = 0.000915
region 1017: cartogram area = -39.553483, relative error = -0.001503
region 1018: cartogram area = -34.033133, relative error = 0.001637
region 1019: cartogram area = -30.490901, relative error = -0.002369
region 1020: cartogram area = -32.955607, relative error = 0.002700
region 1021: cartogram area = -31.833180, relative error = -0.002744
region 1022: cartogram area = -29.935606, relative error = 0.003088
region 1023: cartogram area = -29.087580, relative error = -0.003348
region 1024: cartogram area = -26.202628, relative error = 0.003136
region 1025: cartogram area = -31.857204, relative error = -0.003275
region 1027: cartogram area = -30.104435, relative error = 0.004591
region 1028: cartogram area = -28.392944, relative error = -0.004704
region 1029: cartogram area = -34.401139, relative error = 0.003358
region 1030: cartogram area = -134.520962, relative error = -0.002674
region 1031: cartogram area = -199.559272, relative error = 0.002236
region 1032: cartogram area = -214.152346, relative error = -0.002092
region 1033: cartogram area = -187.838341, relative error = 0.001730
region 1034: cartogram area = -140.136960, relative error = -0.001244
region 1035: cartogram area = -148.756814, relative error = 0.000916
region 1036: cartogram area = -159.061720, relative error = -0.000434
region 1038: cartogram area = -140.944706, relative error = 0.000115
region 1039: cartogram area = -158.931750, relative error = -0.000217
region 1040: cartogram area = -118.382558, relative error = 0.000314
region 1041: cartogram area = -82.464031, relative error = -0.000390
region 1042: cartogram area = -85.410044, relative error = 0.000402
region 1043: cartogram area = -85.216292, relative error = -0.000422
region 1044: cartogram area = -79.168898, relative error = 0.000318
region 1045: cartogram area = -88.423271, relative error = -0.000192
region 1046: cartogram area = -67.212998, relative error = -0.000024
region 1047: cartogram area = -41.522127, relative error = 0.000408
region 1049: cartogram area = -28.157513, relative error = -0.000708
region 1050: cartogram area = -33.768279, relative error = 0.001114
region 1051: cartogram area = -32.576913, relative error = -0.001323
region 1052: cartogram area = -31.526956, relative error = 0.001865
region 1053: cartogram area = -33.708310, relative error = -0.001881
region 1054: cartogram area = -35.284617, relative error = 0.002075
region 1055: cartogram area = -32.524509, relative error = -0.002929
region 1056: cartogram area = -31.554441, relative error = 0.002738
region 1057: cartogram area = -24.852428, relative error = -0.003024
region 1058: cartogram area = -26.516076, relative error = 0.002506
region 1060: cartogram area = -169.648796, relative error = -0.001889
region 1061: cartogram area = -201.221336, relative error = 0.001993
region 1062: cartogram area = -193.382316, relative error = -0.002300
region 1063: cartogram area = -169.005600, relative error = 0.002088
region 1064: cartogram area = -130.051241, relative error = -0.001714
region 1065: cartogram area = -129.701172, relative error = 0.001608
region 1066: cartogram area = -153.503941, relative error = -0.001415
region 1067: cartogram area = -137.097519, relative error = 0.001162
region 1068: cartogram area = -141.933798, relative error = -0.000742
region 1069: cartogram area = -145.513348, relative error = 0.000412
region 1071: cartogram area = -74.322116, relative error = -0.000119
region 1072: cartogram area = -74.798590, relative error = 0.000203
region 1073: cartogram area = -67.268383, relative error = -0.000423
region 1074: cartogram area = -63.214990, relative error = 0.000501
region 1075: cartogram area = -82.797789, relative error = -0.000581
region 1076: cartogram area = -64.949595, relative error = 0.000594
region 1077: cartogram area = -42.836286, relative error = -0.000616
region 1078: cartogram area = -39.463487, relative error = 0.000381
region 1079: cartogram area = -43.101219, relative error = -0.000192
region 1080: cartogram area = -42.861543, relative error = -0.000026
region 5: cartogram area = -30.530983, relative error = 0.000289
region 6: cartogram area = -32.185910, relative error = -0.000708
region 7: cartogram area = -32.157181, relative error = 0.000957
region 8: cartogram area = -28.225258, relative error = -0.001220
region 9: cartogram area = -24.314380, relative error = 0.001722
region 10: cartogram area = -24.216538, relative error = -0.002309
region 11: cartogram area = -24.338306, relative error = 0.002707
region 12: cartogram area = -27.139634, relative error = -0.003369
region 13: cartogram area = -29.721727, relative error = 0.002137
region 14: cartogram area = -32.426695, relative error = -0.002153
region 16: cartogram area = -28.896881, relative error = 0.003556
region 17: cartogram area = -29.034123, relative error = -0.003072
region 18: cartogram area = -28.609544, relative error = 0.004337
region 19: cartogram area = -28.869930, relative error = -0.003785
region 20: cartogram area = -32.624674, relative error = 0.002037
region 21: cartogram area = -30.694287, relative error = -0.002428
region 22: cartogram area = -32.291003, relative error = 0.001915
region 23: cartogram area = -31.631018, relative error = -0.002003
region 24: cartogram area = -27.882832, relative error = 0.001237
region 25: cartogram area = -29.250576, relative error = -0.000580
region 27: cartogram area = -27.831939, relative error = 0.000148
region 28: cartogram area = -28.969860, relative error = -0.000336
region 29: cartogram area = -29.305853, relative error = 0.000605
region 30: cartogram area = -30.297073, relative error = -0.000641
region 31: cartogram area = -34.969360, relative error = 0.000721
region 32: cartogram area = -40.161566, relative error = -0.000680
region 33: cartogram area = -43.254016, relative error = 0.000489
region 34: cartogram area = -42.762188, relative error = -0.000426
region 35: cartogram area = -38.676983, relative error = 0.000261
region 36: cartogram area = -40.966869, relative error = -0.000088
region 38: cartogram area = -35.145648, relative error = -0.000120
region 39: cartogram area = -28.803147, relative error = 0.000300
region 40: cartogram area = -30.566517, relative error = -0.000567
region 41: cartogram area = -35.213662, relative error = 0.000644
region 42: cartogram area = -29.075097, relative error = -0.000959
region 43: cartogram area = -34.042657, relative error = 0.001311
region 44: cartogram area = -37.263642, relative error = -0.001778
region 45: cartogram area = -32.326072, relative error = 0.001725
region 46: cartogram area = -34.463716, relative error = -0.001407
region 47: cartogram area = -36.947919, relative error = 0.001909
region 49: cartogram area = -34.709903, relative error = -0.002005
region 50: cartogram area = -33.570818, relative error = 0.001981
region 51: cartogram area = -34.289091, relative error = -0.001707
region 52: cartogram area = -34.176926, relative error = 0.002229
region 53: cartogram area = -35.502819, relative error = -0.001642
region 54: cartogram area = -30.915953, relative error = 0.001430
region 55: cartogram area = -31.376869, relative error = -0.001600
region 56: cartogram area = -31.384826, relative error = 0.001275
region 57: cartogram area = -34.714615, relative error = -0.000688
region 58: cartogram area = -32.015339, relative error = 0.000385
region 60: cartogram area = -29.615008, relative error = -0.000074
region 61: cartogram area = -36.203854, relative error = 0.000140
region 62: cartogram area = -44.295301, relative error = -0.000160
region 63: cartogram area = -44.291094, relative error = 0.000209
region 64: cartogram area = -43.554065, relative error = -0.000181
region 65: cartogram area = -39.235551, relative error = 0.000340
region 66: cartogram area = -39.274162, relative error = -0.000248
region 67: cartogram area = -39.376402, relative error = 0.000259
region 68: cartogram area = -37.406363, relative error = -0.000158
region 69: cartogram area = -34.535557, relative error = 0.000079
region 71: cartogram area = -36.281486, relative error = 0.000011
region 72: cartogram area = -29.223603, relative error = -0.000096
region 73: cartogram area = -29.664322, relative error = 0.000202
region 74: cartogram area = -30.451100, relative error = -0.000307
region 75: cartogram area = -32.140369, relative error = 0.000434
region 76: cartogram area = -37.618390, relative error = -0.000535
region 77: cartogram area = -38.468388, relative error = 0.000721
region 78: cartogram area = -37.164678, relative error = -0.000574
region 79: cartogram area = -37.747934, relative error = 0.000719
region 80: cartogram area = -40.779198, relative error = -0.000655
region 82: cartogram area = -37.202084, relative error = 0.000985
region 83: cartogram area = -35.763554, relative error = -0.000668
region 84: cartogram area = -33.946773, relative error = 0.000913
