region 1: cartogram area = -7333.896733, relative error = 0.007157
region 2: cartogram area = -14457.534932, relative error = -0.007280
region 3: cartogram area = -21734.986054, relative error = -0.005051
region 4: cartogram area = -29291.360059, relative error = 0.005639
